ID,LAST_NAME,FIRST_NAME,ACTIVE,IMAGE_URL,TEAM,OVERALLATTRIBUTE,CLOSESHOT,MIDRANGESHOT,THREEPOINTSHOT,FREETHROW,SHOTIQ,OFFENSIVECONSISTENCY,LAYUP,STANDINGDUNK,DRIVINGDUNK,POSTHOOK,POSTFADE,POSTCONTROL,DRAWFOUL,HANDS,INTERIORDEFENSE,PERIMETERDEFENSE,STEAL,BLOCK,LATERALQUICKNESS,HELPDEFENSEIQ,PASSPERCEPTION,DEFENSIVECONSISTENCY,SPEED,ACCELERATION,STRENGTH,VERTICAL,STAMINA,HUSTLE,OVERALLDURABILITY,PASSACCURACY,BALLHANDLE,SPEEDWITHBALL,PASSIQ,PASSVISION,OFFENSIVEREBOUND,DEFENSIVEREBOUND
1631197,Rhoden,Jared,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631197.png,Detroit Pistons,69,56.0,73.0,74.0,80.0,50.0,40.0,70.0,65.0,70.0,42.0,44.0,37.0,44.0,75.0,47.0,68.0,60.0,60.0,72.0,62.0,65.0,55.0,68.0,68.0,62.0,70.0,80.0,80.0,82.0,55.0,69.0,63.0,54.0,30.0,58.0,59.0
1631205,Boeheim,Buddy,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631205.png,Detroit Pistons,68,68.0,77.0,79.0,84.0,70.0,50.0,70.0,45.0,60.0,44.0,47.0,48.0,40.0,80.0,42.0,59.0,43.0,45.0,59.0,52.0,55.0,45.0,57.0,57.0,44.0,70.0,80.0,80.0,80.0,62.0,68.0,57.0,62.0,31.0,45.0,47.0
201939,Curry,Stephen,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201939.png,Golden State Warriors,96,97.0,92.0,99.0,92.0,98.0,99.0,96.0,25.0,36.0,35.0,52.0,35.0,94.0,98.0,30.0,75.0,41.0,47.0,77.0,78.0,85.0,65.0,84.0,84.0,48.0,73.0,98.0,98.0,86.0,93.0,97.0,84.0,97.0,74.0,36.0,68.0
101108,Paul,Chris,True,https://cdn.nba.com/headshots/nba/latest/1040x760/101108.png,Golden State Warriors,87,95.0,89.0,81.0,82.0,85.0,85.0,86.0,25.0,27.0,40.0,55.0,70.0,50.0,90.0,61.0,90.0,76.0,51.0,90.0,90.0,75.0,85.0,80.0,80.0,62.0,75.0,90.0,75.0,77.0,90.0,90.0,80.0,90.0,86.0,31.0,60.0
202691,Thompson,Klay,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202691.png,Golden State Warriors,85,90.0,86.0,93.0,88.0,98.0,98.0,75.0,35.0,65.0,35.0,65.0,64.0,36.0,90.0,70.0,87.0,37.0,51.0,87.0,85.0,86.0,85.0,71.0,74.0,62.0,67.0,91.0,85.0,94.0,77.0,76.0,71.0,77.0,43.0,35.0,54.0
203110,Green,Draymond,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203110.png,Golden State Warriors,83,98.0,70.0,76.0,70.0,85.0,55.0,70.0,55.0,65.0,60.0,59.0,63.0,40.0,85.0,93.0,86.0,42.0,61.0,82.0,93.0,84.0,95.0,73.0,74.0,85.0,66.0,85.0,90.0,88.0,83.0,78.0,69.0,92.0,73.0,40.0,81.0
203952,Wiggins,Andrew,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203952.png,Golden State Warriors,82,92.0,84.0,84.0,63.0,85.0,80.0,77.0,40.0,92.0,65.0,74.0,77.0,65.0,85.0,55.0,82.0,53.0,61.0,83.0,80.0,79.0,75.0,82.0,82.0,57.0,97.0,98.0,90.0,83.0,72.0,82.0,80.0,75.0,41.0,53.0,53.0
1626172,Looney,Kevon,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626172.png,Golden State Warriors,79,96.0,49.0,69.0,59.0,88.0,70.0,78.0,75.0,70.0,55.0,52.0,62.0,52.0,66.0,72.0,46.0,40.0,63.0,62.0,74.0,64.0,65.0,58.0,69.0,74.0,63.0,85.0,96.0,84.0,55.0,61.0,48.0,66.0,52.0,91.0,88.0
1630228,Kuminga,Jonathan,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630228.png,Golden State Warriors,78,91.0,85.0,81.0,66.0,75.0,75.0,80.0,65.0,85.0,49.0,50.0,50.0,62.0,85.0,73.0,73.0,41.0,60.0,79.0,70.0,69.0,50.0,84.0,84.0,73.0,90.0,88.0,80.0,80.0,69.0,67.0,75.0,60.0,49.0,52.0,56.0
1627780,Payton II,Gary,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627780.png,Golden State Warriors,77,79.0,70.0,79.0,66.0,80.0,60.0,79.0,35.0,75.0,30.0,42.0,42.0,75.0,89.0,79.0,83.0,90.0,51.0,80.0,76.0,91.0,80.0,81.0,81.0,48.0,85.0,85.0,80.0,83.0,75.0,78.0,81.0,72.0,43.0,62.0,61.0
203210,Green,JaMychal,False,https://cdn.nba.com/headshots/nba/latest/1040x760/203210.png,Golden State Warriors,77,73.0,67.0,81.0,77.0,95.0,80.0,64.0,70.0,70.0,63.0,56.0,64.0,59.0,95.0,69.0,51.0,43.0,66.0,62.0,69.0,60.0,35.0,59.0,55.0,69.0,74.0,85.0,85.0,81.0,55.0,35.0,44.0,61.0,37.0,70.0,71.0
203967,Saric,Dario,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203967.png,Golden State Warriors,76,82.0,65.0,81.0,84.0,70.0,80.0,79.0,45.0,70.0,74.0,74.0,81.0,60.0,92.0,70.0,49.0,40.0,40.0,61.0,74.0,50.0,65.0,63.0,69.0,65.0,60.0,82.0,86.0,81.0,75.0,69.0,57.0,84.0,51.0,60.0,80.0
2738,Iguodala,Andre,False,https://cdn.nba.com/headshots/nba/latest/1040x760/2738.png,Golden State Warriors,75,70.0,65.0,69.0,67.0,45.0,25.0,70.0,55.0,70.0,47.0,44.0,50.0,30.0,80.0,75.0,84.0,66.0,74.0,83.0,83.0,74.0,80.0,77.0,77.0,73.0,75.0,83.0,80.0,82.0,75.0,78.0,75.0,80.0,70.0,44.0,60.0
202709,Joseph,Cory,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202709.png,Golden State Warriors,74,87.0,76.0,81.0,79.0,75.0,70.0,72.0,25.0,30.0,27.0,39.0,29.0,55.0,85.0,54.0,75.0,42.0,42.0,80.0,68.0,59.0,65.0,72.0,72.0,40.0,65.0,88.0,70.0,84.0,80.0,84.0,72.0,80.0,73.0,32.0,46.0
1630237,Lamb,Anthony,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630237.png,Golden State Warriors,73,84.0,69.0,81.0,76.0,85.0,65.0,78.0,40.0,65.0,35.0,51.0,49.0,30.0,82.0,52.0,57.0,40.0,53.0,67.0,59.0,50.0,35.0,62.0,62.0,65.0,70.0,85.0,80.0,81.0,66.0,69.0,61.0,69.0,42.0,49.0,61.0
1630541,Moody,Moses,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630541.png,Golden State Warriors,73,80.0,77.0,77.0,69.0,60.0,75.0,80.0,40.0,70.0,44.0,48.0,49.0,70.0,80.0,68.0,71.0,40.0,42.0,77.0,69.0,60.0,65.0,73.0,73.0,68.0,70.0,88.0,80.0,80.0,65.0,74.0,70.0,64.0,35.0,45.0,48.0
1630224,Green,Jalen,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630224.png,Houston Rockets,83,81.0,86.0,82.0,79.0,80.0,95.0,89.0,40.0,91.0,56.0,56.0,56.0,89.0,95.0,45.0,73.0,38.0,45.0,77.0,70.0,68.0,60.0,88.0,88.0,55.0,92.0,88.0,85.0,80.0,77.0,86.0,84.0,79.0,64.0,34.0,51.0
1627832,VanVleet,Fred,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627832.png,Houston Rockets,83,72.0,90.0,79.0,89.0,90.0,90.0,82.0,25.0,35.0,30.0,32.0,28.0,80.0,98.0,27.0,83.0,70.0,55.0,83.0,79.0,74.0,80.0,83.0,83.0,42.0,75.0,95.0,94.0,82.0,89.0,86.0,83.0,92.0,73.0,31.0,56.0
1630578,Sengun,Alperen,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630578.png,Houston Rockets,83,96.0,69.0,73.0,73.0,75.0,85.0,79.0,70.0,80.0,87.0,87.0,87.0,74.0,95.0,69.0,63.0,43.0,72.0,64.0,69.0,85.0,65.0,52.0,52.0,76.0,69.0,88.0,90.0,80.0,74.0,62.0,48.0,75.0,70.0,86.0,80.0
1629645,Porter Jr.,Kevin,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629645.png,Houston Rockets,81,86.0,85.0,80.0,78.0,95.0,90.0,84.0,40.0,80.0,25.0,62.0,44.0,79.0,95.0,44.0,69.0,56.0,47.0,75.0,64.0,60.0,40.0,85.0,85.0,52.0,75.0,88.0,80.0,80.0,82.0,82.0,83.0,82.0,73.0,46.0,59.0
1631095,Smith Jr.,Jabari,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631095.png,Houston Rockets,79,85.0,78.0,77.0,77.0,80.0,80.0,75.0,65.0,85.0,69.0,69.0,69.0,54.0,85.0,70.0,69.0,35.0,70.0,72.0,67.0,67.0,55.0,76.0,76.0,60.0,75.0,89.0,70.0,80.0,65.0,75.0,69.0,66.0,31.0,51.0,77.0
1631106,Eason,Tari,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631106.png,Houston Rockets,79,72.0,72.0,80.0,74.0,85.0,80.0,79.0,35.0,80.0,54.0,52.0,51.0,61.0,80.0,65.0,71.0,83.0,67.0,77.0,70.0,68.0,50.0,80.0,80.0,70.0,80.0,85.0,85.0,80.0,50.0,70.0,72.0,47.0,33.0,79.0,73.0
1628415,Brooks,Dillon,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628415.png,Houston Rockets,78,82.0,68.0,75.0,79.0,75.0,65.0,74.0,35.0,75.0,55.0,59.0,64.0,78.0,85.0,67.0,87.0,42.0,40.0,87.0,87.0,86.0,85.0,75.0,75.0,65.0,75.0,88.0,95.0,85.0,59.0,74.0,69.0,58.0,43.0,36.0,47.0
1641708,Thompson,Amen,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1641708.png,Houston Rockets,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626163,Kaminsky,Frank,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1626163.png,Houston Rockets,75,94.0,68.0,78.0,83.0,70.0,80.0,78.0,50.0,65.0,79.0,79.0,78.0,68.0,90.0,65.0,40.0,33.0,43.0,42.0,63.0,50.0,40.0,47.0,53.0,66.0,67.0,89.0,85.0,82.0,40.0,54.0,38.0,50.0,61.0,52.0,77.0
201145,Green,Jeff,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201145.png,Houston Rockets,75,88.0,60.0,70.0,73.0,85.0,60.0,79.0,65.0,80.0,70.0,68.0,72.0,68.0,85.0,69.0,70.0,36.0,53.0,75.0,68.0,54.0,60.0,63.0,57.0,70.0,84.0,89.0,85.0,82.0,69.0,74.0,50.0,70.0,35.0,45.0,52.0
1641715,Whitmore,Cam,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1641715.png,Houston Rockets,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629111,Landale,Jock,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629111.png,Houston Rockets,74,97.0,64.0,62.0,77.0,85.0,70.0,69.0,65.0,60.0,60.0,60.0,60.0,66.0,80.0,65.0,48.0,36.0,70.0,48.0,62.0,60.0,45.0,54.0,54.0,64.0,75.0,80.0,75.0,80.0,58.0,52.0,45.0,64.0,38.0,86.0,72.0
1626246,Marjanovic,Boban,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626246.png,Houston Rockets,73,83.0,70.0,63.0,77.0,75.0,55.0,50.0,95.0,60.0,69.0,60.0,76.0,70.0,40.0,73.0,30.0,25.0,61.0,35.0,65.0,73.0,65.0,25.0,25.0,71.0,40.0,70.0,45.0,65.0,60.0,35.0,25.0,35.0,29.0,59.0,88.0
1628988,Holiday,Aaron,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628988.png,Houston Rockets,73,69.0,79.0,85.0,79.0,85.0,75.0,70.0,25.0,60.0,25.0,45.0,32.0,47.0,80.0,34.0,68.0,53.0,51.0,75.0,67.0,69.0,45.0,76.0,77.0,49.0,56.0,85.0,85.0,84.0,82.0,86.0,76.0,82.0,43.0,40.0,41.0
1626161,Cauley-Stein,Willie,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1626161.png,Houston Rockets,73,69.0,37.0,49.0,63.0,85.0,70.0,75.0,85.0,70.0,79.0,55.0,65.0,73.0,84.0,76.0,51.0,40.0,72.0,65.0,78.0,62.0,65.0,70.0,64.0,77.0,75.0,85.0,88.0,84.0,68.0,35.0,32.0,75.0,33.0,58.0,70.0
201571,Augustin,D.J.,False,https://cdn.nba.com/headshots/nba/latest/1040x760/201571.png,Houston Rockets,70,53.0,78.0,81.0,90.0,95.0,65.0,70.0,25.0,25.0,25.0,59.0,32.0,40.0,80.0,25.0,60.0,36.0,27.0,70.0,54.0,60.0,50.0,82.0,82.0,28.0,68.0,85.0,82.0,84.0,82.0,81.0,81.0,84.0,64.0,32.0,42.0
1631309,Hudgins,Trevor,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631309.png,Houston Rockets,68,69.0,77.0,80.0,88.0,60.0,45.0,68.0,68.0,85.0,25.0,42.0,33.0,58.0,84.0,38.0,54.0,40.0,35.0,63.0,50.0,55.0,40.0,75.0,75.0,42.0,70.0,85.0,75.0,80.0,70.0,74.0,75.0,70.0,61.0,32.0,57.0
1630620,Days,Darius,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630620.png,Houston Rockets,67,65.0,69.0,73.0,71.0,65.0,40.0,70.0,50.0,70.0,41.0,37.0,41.0,40.0,70.0,64.0,65.0,42.0,47.0,68.0,50.0,50.0,50.0,70.0,70.0,66.0,78.0,85.0,80.0,80.0,49.0,50.0,60.0,52.0,35.0,49.0,60.0
1630169,Haliburton,Tyrese,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630169.png,Indiana Pacers,88,85.0,93.0,85.0,86.0,98.0,98.0,92.0,40.0,65.0,42.0,49.0,40.0,85.0,95.0,60.0,74.0,76.0,50.0,74.0,74.0,73.0,65.0,83.0,83.0,59.0,70.0,95.0,90.0,80.0,98.0,89.0,83.0,98.0,97.0,36.0,50.0
1626167,Turner,Myles,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626167.png,Indiana Pacers,83,98.0,81.0,81.0,79.0,85.0,85.0,79.0,80.0,65.0,76.0,80.0,80.0,60.0,95.0,87.0,70.0,37.0,91.0,66.0,90.0,70.0,85.0,56.0,32.0,74.0,69.0,95.0,80.0,83.0,31.0,35.0,32.0,68.0,34.0,52.0,82.0
1627741,Hield,Buddy,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627741.png,Indiana Pacers,80,74.0,81.0,91.0,82.0,80.0,85.0,75.0,25.0,65.0,28.0,45.0,48.0,59.0,94.0,48.0,69.0,53.0,45.0,74.0,54.0,60.0,50.0,75.0,78.0,41.0,78.0,90.0,60.0,82.0,70.0,79.0,74.0,70.0,48.0,40.0,62.0
1631097,Mathurin,Bennedict,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631097.png,Indiana Pacers,79,77.0,80.0,75.0,80.0,90.0,90.0,84.0,35.0,80.0,55.0,58.0,55.0,84.0,90.0,42.0,69.0,37.0,32.0,78.0,65.0,62.0,50.0,84.0,84.0,54.0,82.0,92.0,85.0,80.0,75.0,79.0,81.0,82.0,34.0,46.0,54.0
1630167,Toppin,Obi,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630167.png,Indiana Pacers,78,75.0,75.0,78.0,78.0,85.0,60.0,79.0,85.0,90.0,67.0,67.0,69.0,40.0,90.0,66.0,48.0,37.0,51.0,47.0,62.0,47.0,40.0,70.0,69.0,74.0,90.0,88.0,70.0,88.0,55.0,60.0,56.0,59.0,38.0,41.0,69.0
204456,McConnell,T.J.,True,https://cdn.nba.com/headshots/nba/latest/1040x760/204456.png,Indiana Pacers,78,95.0,85.0,79.0,85.0,90.0,80.0,76.0,25.0,25.0,44.0,58.0,38.0,40.0,79.0,49.0,82.0,80.0,37.0,84.0,70.0,87.0,80.0,76.0,76.0,44.0,65.0,85.0,92.0,83.0,88.0,79.0,73.0,86.0,83.0,41.0,60.0
1629614,Nembhard,Andrew,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629614.png,Indiana Pacers,77,81.0,84.0,78.0,80.0,85.0,85.0,80.0,39.0,60.0,44.0,52.0,47.0,54.0,75.0,42.0,73.0,46.0,40.0,75.0,68.0,65.0,70.0,76.0,76.0,46.0,71.0,85.0,69.0,80.0,80.0,79.0,74.0,80.0,70.0,34.0,47.0
1629670,Nwora,Jordan,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629670.png,Indiana Pacers,76,86.0,69.0,84.0,78.0,97.0,85.0,74.0,60.0,65.0,49.0,47.0,50.0,62.0,60.0,52.0,52.0,40.0,50.0,65.0,54.0,50.0,50.0,59.0,57.0,60.0,72.0,82.0,80.0,78.0,52.0,64.0,43.0,54.0,42.0,50.0,65.0
1630543,Jackson,Isaiah,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630543.png,Indiana Pacers,76,72.0,69.0,59.0,65.0,65.0,60.0,79.0,85.0,80.0,59.0,48.0,55.0,56.0,80.0,70.0,54.0,42.0,89.0,64.0,66.0,49.0,55.0,73.0,73.0,65.0,81.0,82.0,80.0,80.0,40.0,59.0,54.0,44.0,34.0,78.0,70.0
1630174,Nesmith,Aaron,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630174.png,Indiana Pacers,76,70.0,70.0,79.0,85.0,95.0,85.0,70.0,35.0,55.0,53.0,57.0,57.0,64.0,85.0,55.0,67.0,43.0,56.0,68.0,72.0,52.0,45.0,68.0,68.0,52.0,74.0,87.0,80.0,81.0,69.0,70.0,64.0,65.0,33.0,43.0,58.0
1630188,Smith,Jalen,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630188.png,Indiana Pacers,76,82.0,60.0,69.0,77.0,60.0,50.0,60.0,85.0,80.0,68.0,66.0,67.0,47.0,80.0,70.0,48.0,33.0,80.0,62.0,73.0,44.0,55.0,69.0,68.0,65.0,86.0,82.0,75.0,80.0,29.0,38.0,49.0,40.0,34.0,79.0,83.0
1628464,Theis,Daniel,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628464.png,Indiana Pacers,75,86.0,80.0,73.0,75.0,65.0,30.0,70.0,79.0,78.0,74.0,54.0,73.0,35.0,85.0,84.0,53.0,37.0,68.0,54.0,83.0,57.0,80.0,57.0,67.0,82.0,75.0,90.0,87.0,65.0,69.0,49.0,42.0,54.0,32.0,57.0,72.0
201588,Hill,George,False,https://cdn.nba.com/headshots/nba/latest/1040x760/201588.png,Indiana Pacers,73,58.0,78.0,75.0,75.0,70.0,60.0,79.0,25.0,45.0,33.0,61.0,38.0,42.0,90.0,48.0,75.0,42.0,42.0,78.0,73.0,70.0,70.0,76.0,76.0,52.0,88.0,92.0,74.0,79.0,78.0,86.0,76.0,77.0,63.0,35.0,47.0
201949,Johnson,James,False,https://cdn.nba.com/headshots/nba/latest/1040x760/201949.png,Indiana Pacers,71,77.0,60.0,68.0,63.0,60.0,40.0,72.0,60.0,75.0,59.0,63.0,73.0,45.0,95.0,74.0,74.0,38.0,80.0,74.0,75.0,80.0,65.0,67.0,55.0,80.0,72.0,84.0,94.0,83.0,70.0,74.0,60.0,70.0,45.0,48.0,68.0
1631112,Brown,Kendall,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631112.png,Indiana Pacers,69,70.0,68.0,73.0,69.0,80.0,40.0,67.0,57.0,80.0,39.0,38.0,40.0,34.0,80.0,59.0,68.0,55.0,52.0,68.0,65.0,65.0,60.0,74.0,74.0,44.0,84.0,85.0,81.0,80.0,70.0,71.0,67.0,69.0,50.0,39.0,47.0
1628221,York,Gabe,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1628221.png,Indiana Pacers,67,65.0,76.0,77.0,84.0,45.0,50.0,71.0,25.0,45.0,25.0,40.0,25.0,40.0,75.0,27.0,55.0,70.0,40.0,66.0,55.0,70.0,35.0,80.0,80.0,54.0,70.0,84.0,65.0,84.0,75.0,80.0,80.0,75.0,74.0,49.0,55.0
202695,Leonard,Kawhi,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202695.png,Los Angeles Clippers,94,97.0,88.0,85.0,88.0,95.0,95.0,90.0,55.0,80.0,65.0,88.0,89.0,66.0,98.0,79.0,96.0,80.0,53.0,96.0,95.0,90.0,95.0,84.0,84.0,79.0,79.0,87.0,85.0,82.0,79.0,86.0,83.0,78.0,69.0,44.0,68.0
202331,George,Paul,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202331.png,Los Angeles Clippers,89,95.0,82.0,81.0,88.0,90.0,95.0,89.0,55.0,85.0,40.0,70.0,75.0,55.0,80.0,79.0,92.0,74.0,47.0,91.0,88.0,80.0,85.0,79.0,79.0,70.0,88.0,95.0,75.0,93.0,78.0,87.0,79.0,75.0,72.0,37.0,68.0
201566,Westbrook,Russell,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201566.png,Los Angeles Clippers,81,79.0,72.0,73.0,66.0,65.0,85.0,82.0,30.0,80.0,45.0,66.0,66.0,50.0,85.0,42.0,74.0,53.0,52.0,81.0,70.0,55.0,70.0,96.0,96.0,75.0,92.0,92.0,85.0,92.0,82.0,86.0,95.0,84.0,85.0,48.0,68.0
203486,Plumlee,Mason,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203486.png,Los Angeles Clippers,80,87.0,60.0,58.0,63.0,75.0,65.0,81.0,85.0,80.0,75.0,70.0,70.0,74.0,81.0,74.0,46.0,38.0,58.0,48.0,77.0,68.0,75.0,57.0,41.0,73.0,75.0,78.0,92.0,83.0,75.0,37.0,50.0,72.0,65.0,79.0,86.0
1627826,Zubac,Ivica,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627826.png,Los Angeles Clippers,80,98.0,74.0,26.0,71.0,80.0,85.0,79.0,80.0,75.0,81.0,54.0,84.0,75.0,82.0,77.0,34.0,32.0,80.0,45.0,75.0,40.0,45.0,26.0,25.0,75.0,75.0,80.0,90.0,80.0,70.0,35.0,26.0,47.0,30.0,84.0,87.0
1630231,Martin Jr.,Kenyon,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630231.png,Los Angeles Clippers,79,93.0,68.0,74.0,68.0,95.0,90.0,84.0,75.0,93.0,44.0,44.0,44.0,75.0,75.0,54.0,67.0,36.0,51.0,70.0,62.0,54.0,50.0,83.0,83.0,62.0,90.0,80.0,60.0,81.0,64.0,76.0,69.0,64.0,36.0,55.0,66.0
1626181,Powell,Norman,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626181.png,Los Angeles Clippers,79,90.0,78.0,85.0,78.0,85.0,80.0,85.0,25.0,80.0,30.0,32.0,28.0,78.0,88.0,50.0,79.0,46.0,51.0,78.0,77.0,74.0,75.0,79.0,83.0,46.0,80.0,92.0,90.0,82.0,74.0,79.0,77.0,75.0,42.0,33.0,53.0
1629611,Mann,Terance,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629611.png,Los Angeles Clippers,77,79.0,82.0,82.0,78.0,95.0,75.0,78.0,45.0,75.0,47.0,50.0,50.0,72.0,75.0,54.0,66.0,38.0,51.0,73.0,62.0,59.0,50.0,71.0,70.0,50.0,79.0,85.0,90.0,80.0,79.0,79.0,70.0,83.0,65.0,48.0,55.0
1630538,Hyland,Bones,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630538.png,Los Angeles Clippers,77,65.0,71.0,82.0,82.0,85.0,80.0,84.0,25.0,60.0,30.0,32.0,32.0,85.0,85.0,30.0,66.0,49.0,53.0,72.0,64.0,63.0,55.0,87.0,87.0,32.0,68.0,88.0,85.0,80.0,74.0,79.0,84.0,75.0,70.0,32.0,51.0
203496,Covington,Robert,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203496.png,Los Angeles Clippers,77,74.0,69.0,81.0,83.0,70.0,60.0,76.0,55.0,65.0,59.0,58.0,59.0,30.0,70.0,79.0,83.0,73.0,81.0,83.0,83.0,83.0,80.0,68.0,69.0,62.0,70.0,85.0,75.0,82.0,60.0,65.0,65.0,60.0,42.0,48.0,77.0
202694,Morris Sr.,Marcus,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202694.png,Los Angeles Clippers,76,94.0,79.0,81.0,78.0,65.0,60.0,70.0,55.0,70.0,68.0,67.0,67.0,64.0,84.0,64.0,68.0,40.0,51.0,75.0,70.0,61.0,60.0,73.0,47.0,75.0,69.0,94.0,80.0,86.0,60.0,60.0,49.0,44.0,37.0,33.0,61.0
201587,Batum,Nicolas,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201587.png,Los Angeles Clippers,74,88.0,77.0,83.0,68.0,60.0,55.0,74.0,55.0,60.0,40.0,63.0,62.0,35.0,80.0,66.0,73.0,43.0,65.0,75.0,68.0,50.0,60.0,68.0,64.0,65.0,82.0,88.0,80.0,83.0,70.0,71.0,68.0,73.0,37.0,47.0,66.0
1630527,Boston Jr.,Brandon,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630527.png,Los Angeles Clippers,74,77.0,70.0,78.0,84.0,95.0,85.0,79.0,30.0,80.0,30.0,30.0,30.0,44.0,78.0,49.0,62.0,53.0,25.0,72.0,52.0,50.0,30.0,79.0,79.0,50.0,80.0,80.0,75.0,83.0,64.0,76.0,75.0,66.0,47.0,41.0,50.0
1629599,Coffey,Amir,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629599.png,Los Angeles Clippers,72,78.0,69.0,70.0,80.0,70.0,50.0,84.0,25.0,40.0,38.0,53.0,54.0,69.0,81.0,47.0,64.0,32.0,37.0,69.0,68.0,64.0,50.0,75.0,75.0,52.0,75.0,80.0,70.0,79.0,72.0,75.0,75.0,74.0,44.0,40.0,41.0
1630554,Preston,Jason,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630554.png,Los Angeles Clippers,71,71.0,70.0,75.0,62.0,60.0,70.0,70.0,40.0,45.0,58.0,57.0,57.0,33.0,80.0,40.0,64.0,35.0,25.0,73.0,65.0,68.0,55.0,82.0,82.0,52.0,75.0,85.0,85.0,80.0,84.0,75.0,80.0,84.0,77.0,34.0,70.0
1631217,Diabate,Moussa,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631217.png,Los Angeles Clippers,69,65.0,68.0,67.0,61.0,50.0,40.0,67.0,65.0,80.0,50.0,50.0,51.0,35.0,68.0,65.0,41.0,43.0,72.0,56.0,65.0,50.0,55.0,73.0,73.0,60.0,78.0,80.0,75.0,80.0,42.0,40.0,66.0,52.0,27.0,84.0,51.0
1629875,Moon,Xavier,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629875.png,Los Angeles Clippers,67,70.0,70.0,78.0,89.0,55.0,50.0,74.0,25.0,40.0,27.0,34.0,32.0,47.0,69.0,30.0,50.0,76.0,40.0,64.0,44.0,37.0,30.0,73.0,73.0,44.0,70.0,85.0,75.0,80.0,66.0,73.0,70.0,65.0,73.0,33.0,47.0
2544,James,LeBron,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2544.png,Los Angeles Lakers,96,94.0,85.0,73.0,76.0,98.0,98.0,98.0,80.0,95.0,82.0,90.0,89.0,96.0,98.0,82.0,85.0,69.0,76.0,86.0,90.0,97.0,70.0,87.0,87.0,89.0,89.0,99.0,93.0,97.0,90.0,87.0,85.0,97.0,82.0,69.0,82.0
